ID PUMS Occupation,PUMS Occupation,Average Wage (2014),Average Wage (2015),Average Wage (2016),Average Wage (2017),Average Wage (2018),Average Wage (2019),Average Wage Appx MOE (2014),Average Wage Appx MOE (2015),Average Wage Appx MOE (2016),Average Wage Appx MOE (2017),Average Wage Appx MOE (2018),Average Wage Appx MOE (2019)
"339091","Crossing guards",11765.108830577523,13748.70809573086,12333.720636306778,14042.148866932346,17001.906115993363,14821.95745032331,1456.5762303110284,2186.203925230584,2057.0045516444543,2325.447326817518,2954.4378857779934,1822.263152022913
"339093","Transportation security screeners",37699.279844252385,39254.138923589424,38590.77150981289,39764.80316228846,39189.056139427325,40126.82782902096,3523.7030938763105,3950.258740621735,3234.1442418249617,3586.9367866945972,3192.4966488319214,2997.5659283295454
"339094","School bus monitors",,,,,12474.380950476838,16126.333932831712,,,,,1299.9272197571192,2765.9178377366907
"33909X","Lifeguards & other recreational, & all other protective service workers",6087.078048235179,6435.772817856909,6473.350624313879,6364.963425065191,6891.289162864447,7629.3917792802595,526.4622243957912,716.9211093815624,612.6606589881313,714.4191426826008,586.721506918819,608.3254714424954
"351011","Chefs & head cooks",26824.18205207862,27183.982698195818,28484.469895535494,30104.151778206266,31796.72316703489,31392.428905449124,849.5164814658863,880.5288723598376,1002.2357571290954,923.7140386590053,974.6582195001923,950.161976071524
"351012","Firstline supervisors of food preparation & serving workers",20706.71904676773,22839.948723837522,22667.837730496853,24520.111961727656,25127.718732663503,24894.868371796234,681.2173408877009,888.8761683718205,758.3840028736951,806.8569599855874,886.3195971421092,721.3016542262541
"352010","Cooks",13041.498996710427,13383.123381898173,14101.496913364768,14685.060611803143,15304.109313044613,16151.80080813276,218.0412815496802,232.17608167484315,257.2316935204735,247.9570787515827,268.2958511846288,278.4505359405255
"352021","Food preparation workers",9862.422462058415,10417.402945105965,10755.101062766029,11106.807054662731,11919.058114752559,12710.163264818806,229.46542607105118,296.06121357862037,319.6432460524549,304.60160902167786,344.9085470414837,379.1100291822081
"353011","Bartenders",18616.901733658804,19424.385435055086,21293.72532625234,21521.289457816383,22916.20853844646,24209.944940730136,534.5379454296094,722.6610409846954,645.0915771698627,783.8046331306814,668.8708369581319,774.0685032444857
"353023","Fast food and counter workers",,,,,9869.71326107109,9752.210301846155,,,,,423.8770953690404,364.95608240526724
"353031","Waiters & waitresses",12123.922459490366,12762.623595781477,13525.89055630161,14198.116085397178,14629.723896537975,14860.001309306801,202.78036014955953,210.377613918965,220.86750855490845,252.7308668613628,261.48202304130183,240.19802949900063
"353041","Food servers, nonrestaurant",14715.844732125242,13263.18935181075,15018.256181937028,15188.557285123206,15934.246343361796,15418.10273233356,833.5266353482874,805.3016951511702,1212.7188310042518,930.4094944955766,1137.5772298739444,782.0000144212545
"359011","Dining room and cafeteria attendants and bartender helpers",,,,,10311.274709741876,10864.897853552595,,,,,495.5555589655074,557.8799346813632
"359021","Dishwashers",8329.841737418481,8664.993900500795,9150.337510337944,9541.471976592358,9685.443283508168,10107.45841650546,365.13814946430386,480.43576617637405,586.1113421883216,486.03684401136655,498.8272760550883,498.7765131958216
"359031","Hosts & hostesses, restaurant, lounge, & coffee shop",6689.6747818738495,6753.511376596015,7256.300418698222,7655.4418291660395,8076.133433901879,7501.283596570491,359.65053702264606,408.34066520159774,609.238754005965,430.6275367840549,764.6625624000959,470.9872203412317
"359099","Food preparation and serving related workers, all other",,,,,15950.87537316969,12492.616366802089,,,,,2918.6570006045376,2344.240980297467
"371011","Firstline supervisors of housekeeping & janitorial workers",27809.55642569689,28826.428665730593,29408.394968040662,33323.04360032224,32535.82596673539,32859.32328521868,1511.9909327336015,1609.9736786090536,1664.7154890117595,1985.83152708447,2028.7870402162368,1785.8761577141038
"371012","Firstline supervisors of landscaping, lawn service, & groundskeeping workers",27578.476908523102,29579.318199734636,30354.276686518122,30980.90048260942,33389.24605206782,32198.09947323614,1978.148235681093,2158.8922189461373,2070.4325092813096,2068.5743686916267,2594.924647074151,2466.486660640417
"372012","Maids & housekeeping cleaners",10468.821794416732,10789.226965058466,11342.886521714168,12186.600504145983,12582.607412070489,13407.19772520701,259.09780712311755,280.0362875015784,312.7903775219082,362.9096244131307,327.30719344673196,429.4423877872475
"37201X","Janitors & building cleaners",17430.282317023903,17591.140930873476,18652.332888911234,19289.456449719375,20215.988488309733,20239.767197396402,288.94775453070974,295.9613628187555,321.589987720412,321.4322283308616,347.40492081182884,330.04569457237784
"372021","Pest control workers",27526.833516044306,27451.668773834474,31742.108202212527,30544.647927853097,31848.162021966946,30372.818624419644,2255.3451239870546,2234.2647120205133,1954.635101776979,1939.4140453057378,1784.5546286265178,1812.6772257913276
"373011","Landscaping and groundskeeping workers",,,,,15733.041414996618,16897.251556569106,,,,,450.1487803209181,469.9805430737275
"373013","Tree trimmers and pruners",,,,,25424.244343659517,27459.576638166775,,,,,1908.4747450664229,2709.4115036703884
"37301X","Other grounds maintenance workers",,,,,21836.047912243455,16541.39674032975,,,,,4985.80926523484,2606.1519316429203
"391000","Supervisors of personal care and service workers",,,,,30029.72070930067,34363.92696330947,,,,,2392.3056687034623,2719.1011390194076
"392011","Animal trainers",17469.096264257827,16767.351067407948,16977.601995986333,22026.239706807708,20426.85141994559,20593.75980446617,3745.9773122857173,2805.620828663033,2697.710295249443,4843.137071891732,3369.6732222438327,2784.4021020221435
"392021","Nonfarm animal caretakers",12055.206398806944,12505.653712151028,13118.09133383572,12939.14904215801,13583.372572781547,14528.836606206343,798.3065002970734,711.0158958324538,822.5592323741607,814.2709647036872,835.7919377985969,837.5592033319398
"393010","Gaming services workers",27437.06134763661,28559.9573246081,26949.871630118203,29693.653487755008,30909.031616709184,33643.31160051548,1689.1269175484892,2021.3826187128939,1527.5828863522013,1677.9343916968714,1787.493125229078,2772.53912295095
"393031","Ushers, lobby attendants, & ticket takers",6143.944069571673,6360.731691493227,8643.77065948856,6088.708465242653,7000.253258108573,8661.545715812601,909.4697884059968,854.6497757468135,2663.9911902664303,785.5697455637646,890.3074190249769,1192.6209134248595
"3930XX","Other entertainment attendants and related workers",,,,,11197.370373278201,11314.412162056957,,,,,799.4087599617744,924.248597888946
"394031","Morticians, undertakers, & funeral directors",44484.104767649784,48360.17496037274,45216.79853232487,44039.9178061736,45494.22254155841,48761.56291260438,5440.504028182813,7380.5955513745,4966.859427891072,5593.709914042115,5292.125197438633,6512.097506974436
"3940XX","Embalmers & funeral attendants",15899.500969091094,18963.701607205934,20336.312379920193,17117.788997933883,18385.161162866567,15323.513702731334,6805.942214430316,4325.595726769453,4586.488794357819,5299.260234808833,3997.714523901962,2951.013537511665
"395011","Barbers",12740.732684488645,10643.223713410123,11774.177731435022,12666.189699551931,15512.69396153873,14680.924357055568,1155.7738797229702,1073.6430978865155,1139.9075873134257,1151.1186325928845,1302.5262274183967,1413.1515615147337
"395012","Hairdressers, hairstylists, & cosmetologists",12762.191913853409,13384.946538686323,14268.987466794477,14152.094061260765,15686.728772202241,16150.425529454253,482.30434662617427,491.7270103045973,535.2752226160572,480.45136599997636,612.631534424749,623.7780319829735
"395092","Manicurists and pedicurists",,,,,16111.591951102404,17313.067913015428,,,,,986.3273979482327,1021.7247603692668
"395094","Skincare specialists",,,,,20858.655397823222,19105.441225998562,,,,,2043.1861178510137,1751.9277264184022
"39509X","Other personal appearance workers",,,,,17008.09332525742,18364.551543356978,,,,,2532.241035128228,3052.1098707971614
"396010","Baggage porters, bellhops, & concierges",22509.218630918112,24906.823302064902,25028.904069438686,27405.67200056895,27815.61830153399,29653.33077986749,1393.5272742520685,2018.7110056590134,1960.1255499233737,2053.612435968489,1772.6617617964714,2042.3403013329148
"397010","Tour & travel guides",10841.635256440783,12886.896633419414,12383.828380804658,10916.232474263257,13134.270536077285,12643.050638517087,1322.3489183829965,2551.67716549179,1470.749667721957,1302.806479212963,1393.7647427779104,1398.4655285187393
"399011","Childcare workers",7473.023439818122,7875.130767723964,8593.188020463956,8433.19605605936,9311.075767442262,9244.509930320033,232.66185796101175,281.4329078865062,314.08841316647295,271.4014129395527,311.77104468148684,327.5096636897883
"399031","Exercise trainers and group fitness instructors",,,,,18557.758449173725,19516.420967737144,,,,,1448.1461388889118,1443.4648553386467
"399032","Recreation workers",,,,,14309.727258727167,13651.517326391899,,,,,971.8573180716674,784.8723642079632
"399041","Residential advisors",12657.903493271713,12888.58521854077,12802.21208173528,13811.684769835998,14692.532611314193,13963.476640628447,1536.5674236900545,1249.6231536357361,1088.0010205964247,1240.6433187057971,1326.3921583410233,1296.4534245288137
"399099","Personal care & service workers, all other ",10240.85966745016,13376.973979700406,13551.35826437922,14518.563739342117,15993.936051212377,14976.461280369835,918.515588179713,1043.9837069814168,1258.8002181416928,1450.2321597493778,1534.36168617171,1292.1511822976097
"411011","Firstline supervisors of retail sales workers",37525.108057058096,38558.41030752646,40267.29620954457,41371.26585692303,42897.343269942096,43812.242899920006,595.7080992376297,623.0980338414626,626.6568721686625,643.7167721924488,665.3554711758416,709.3506244481396
"411012","Firstline supervisors of nonretail sales workers",65829.640789001,68420.92283782322,71635.86385944558,74076.15485747415,73595.35377807944,67964.00023896853,1677.9097545915472,1810.388358364516,1850.3799510344652,1890.8341557609938,1847.596954211629,1674.4900164525598
"412010","Cashiers",9811.85436648762,10107.893901554871,10695.674748488063,11089.192046449021,11361.52994847503,11932.111563406486,180.68836262777944,185.44398472010388,210.42658728225044,204.45682968725498,214.71726867524686,247.34865049754364
"412021","Counter & rental clerks",19387.57830308486,20092.647103345545,20654.086340512124,21745.951386806595,24655.79286712656,23044.133692327574,1940.5972984909852,1937.5474852901584,1949.660183183921,2447.9802189875163,2418.047207808532,1994.6190518923431
"412022","Parts salespersons",32575.7030351739,29705.32554202201,31222.56985770692,31252.800794301205,33708.761511678276,36410.21899983884,2946.518112299318,1658.1121222379431,2397.7291971346094,1778.8156836934224,2726.459988315206,2454.463420598491
"412031","Retail salespersons",20140.100801633267,20583.556389479672,21652.52845000152,22583.755809475217,23580.638075993258,24433.04730142091,387.19488288653963,391.94475153779297,406.2874717922591,439.49767509704714,449.6999240470472,492.33875879969673
"413011","Advertising sales agents",51610.50616463775,57605.81303423152,62817.338864584905,59663.66525748845,64077.22142198694,72492.42673407841,3663.6278931379147,3839.2796222821275,4194.2446091683,4166.667650677818,4867.02208869171,6395.802123637979
"413021","Insurance sales agents",50543.95877776365,50525.92701517343,54547.29332275309,56943.8063974828,56878.411866065246,58406.00707957848,2204.368500341259,2225.417605115084,2382.97435867496,2575.919549181059,2570.2669338755254,2455.0285356844593
"413031","Securities, commodities, & financial services sales agents",104075.54628667969,111502.98306917067,117160.10448859735,122439.08588339417,128085.88718450387,130011.58514222964,6249.228548751402,6895.563679825069,7079.904327229692,7420.71611503582,7734.378444818088,8068.619776468196
"413041","Travel agents",28908.975183475828,26827.851009532387,29677.33407175536,28890.170107892678,33135.872398983454,36242.65058763208,2426.2769124554775,2081.034659382203,3169.820974844408,2798.4226772573998,3483.3329975827796,5192.272067769368
"413091","Sales representatives of services, except advertising, insurance, financial services, and travel",,,,,75405.68465396445,76733.60655009485,,,,,2558.2870665371333,2592.2310887541103
"414010","Sales representatives, wholesale & manufacturing",63673.512058350214,65857.12985749857,68256.52237430096,70966.74266213515,71076.52822078587,72940.61076088875,1331.296608853632,1413.3019763172936,1468.758738129465,1514.6354907325351,1511.1161157165889,1574.7492571609143
"419010","Models, demonstrators, & product promoters",10109.040890246564,12727.77468503977,11327.84752711338,12634.916871335763,14128.009697961746,14854.82620148903,1411.2885949133677,3186.9171891360033,1928.2779420235029,2481.5729282619213,3496.0861520869375,2601.2761383286916
"419020","Real estate brokers & sales agents",38930.016754561475,40893.04486970881,42762.28571689503,46107.68820152174,45788.16464860897,50969.71952310999,1756.1278404515483,1800.7586940667618,1867.9112560170433,1962.417364596687,2003.1840356737086,2113.562592835168
"419031","Sales engineers",98526.52458497189,100025.44452036794,115937.88348381256,113412.15859543193,114302.37259621057,122615.15749636616,8851.593543030927,8853.680776423715,9683.34859998899,9331.377242539324,12222.151893841916,10526.42985628306
"419041","Telemarketers",11853.499043371736,14158.621627931656,14009.318130600002,17878.987602344365,16602.927234296243,16910.184263717972,1085.7297028165185,1748.49892315078,1904.3164731199151,2411.4937882375143,2578.3644852656935,1891.9119677544716
"419091","Doortodoor sales workers, news & street vendors, & related workers",9971.222089072544,11088.198053365282,12097.780924231174,12282.295904018509,15014.579809905379,14661.667455740662,1219.733437513683,1247.8641532787012,1521.6653766628424,1818.5700499538796,2001.3552002211966,2080.2638537320713
"419099","Other Sales Workers",43214.321362405586,43523.18551273559,45126.49344355932,50625.62379484489,49811.006994059426,51416.106862194596,2596.706636664336,2491.0650862746875,2721.407694206977,2965.3581904703487,2791.080448028429,3024.4259877016407
"431011","Firstline supervisors of office & administrative support workers",45172.81286764776,45315.12639245428,48000.37829149236,48822.88646197348,51474.93370277033,48229.213741936874,869.4340656649417,855.3372040011777,950.5055735176346,903.4961952257466,1032.6031100854345,937.636683142109
"432011","Switchboard operators, including answering service",19025.390196408396,20578.03682630381,21360.138442419222,25238.463052208834,24814.48653198653,28198.305510314876,2532.020461438754,2521.135568499029,2796.413186639006,4659.34871321793,6122.149981079411,6777.808073958631
"432021","Telephone operators",21545.960426286496,19214.154686546673,22574.464566774604,25416.581492125104,23567.28128890988,21696.55221028411,3668.636138081853,2402.2773237435467,3281.59256125381,3098.8000762694187,4053.8366322719417,2891.8310446012542
"432099","Communications equipment operators, all other",37807.468128613735,37912.64440484676,36190.194379213695,34117.636024130996,35284.3301988079,37522.65232480988,10382.21372269391,9616.105055435133,6451.133693473526,6758.255808273113,5202.403523955973,5080.111156383309
"433011","Bill & account collectors",26685.253030148593,27575.252992753893,29303.09005283965,31396.19166762309,32015.80007969609,31532.123468879076,1466.633956647918,1187.0281107520698,1549.5647594579013,1966.2330295181157,1560.8281696670638,1406.231071656204
"433021","Billing & posting clerks",28141.546583163214,29359.959135517212,30498.33065195766,30644.962885362685,32111.353407208382,32169.86233245512,783.4131325394172,875.6893417878912,1060.771816993357,858.6843425838675,840.2540674431389,910.7965824259845
"433031","Bookkeeping, accounting, & auditing clerks",27939.86996509502,28105.426575643203,28845.497335007898,30895.11274539152,31819.447904985824,30559.099824240908,541.1895449442569,552.8481733048402,600.449186406049,650.7086101730814,687.5459720753057,652.8289116557082
"433051","Payroll & timekeeping clerks",33274.1284544918,34254.93579147805,34676.650701003266,37424.87914279279,38881.890813360274,37431.52534182576,1430.45251645674,1416.0030940305296,1409.044520712804,1771.5802200313904,2015.452769133983,1639.0805092776025
"433061","Procurement clerks",49010.27628710816,48548.551488950354,52325.48565044152,59188.3478061057,60116.66424229266,57086.890390800734,6482.597184563379,5688.745356570985,5787.560457326265,7565.919389693806,5175.498793606127,7079.908416480901
"433071","Tellers",18926.838612649295,19599.710143411663,19333.41533359921,20309.826869573622,21044.30963575109,21948.709717026024,561.7542113782436,753.2680566764333,680.893871205696,962.2186508286729,772.1396131471924,1040.9537107672172
"4330XX","Other financial clerks",,,,,76459.69278730197,63224.751037464186,,,,,5237.288804454685,5609.937226393725
"434031","Court, municipal, & license clerks",29660.041326142342,31446.723294444204,33178.13318753937,32575.95363155698,34251.09261849092,34067.54383561644,1929.7154258072862,1850.2465254717283,2946.2389874359324,2351.1436429818436,2325.8510068425708,1906.3560447948303
"434041","Credit authorizers, checkers, & clerks",37353.45406721871,37978.24241252983,49391.68569121692,46280.69288820924,50966.25932024892,46604.95877604998,4023.414772093452,4892.505707988145,8487.21757628485,5801.502663962854,6347.60683202607,6768.862649233331
"434051","Customer service representatives",24318.19704270653,24692.385832560452,26090.139960007407,26496.92330961479,27884.848604958963,29166.29785912653,403.61778909573013,391.8751053801892,438.4214100914806,411.4514399396636,417.50477800658626,438.0270352827886
"434061","Eligibility interviewers, government programs",36840.35998746741,35534.34781774256,39414.40254208243,39806.25608526244,38881.758038448934,38519.66289029837,2220.065995110492,1977.0218210165413,2879.548146126286,2222.3418304142397,2595.059323692276,1996.9410550203359
"434071","File clerks",18539.707196163483,19232.269088697438,18955.08192208496,20621.12715243395,21819.53147247697,24657.547006282995,835.5204549311014,892.0536756016687,955.3386480083141,1233.8676289861376,1134.6691708877522,1873.093329720378
"434081","Hotel, motel, & resort desk clerks",15672.935096922782,16522.91368788143,16888.488642094755,18668.256952841595,19269.40600610614,18158.738221598123,1047.9980813009022,1212.154351532337,1204.0862166489342,1223.0742828233879,1004.3061327424997,848.009685315962
"434111","Interviewers, except eligibility & loan",17869.731469642556,20520.590319204333,23190.171018781897,24590.741281068575,24347.806867113257,25523.184602162608,1200.8592990831307,1249.7159762405256,1633.818346383911,1765.3961641392707,1498.4011639362552,1620.2878970514794
"434121","Library assistants, clerical",13003.209842911665,12898.973266791018,14240.3857650247,14634.5641268168,13859.510676542597,17037.190774539777,924.9971953546598,912.4405959449879,989.7011396296284,966.4827647013213,1046.9129777513344,2165.6035571872017
"434131","Loan interviewers & clerks",38190.483716684925,37053.62823722312,39752.97871912867,45496.46341446502,45799.35143531926,46186.13289354984,2523.4869240425587,1808.9879650345804,2141.6431774221555,2863.5514386884706,2679.149726369841,2744.8515798241815
"434141","New accounts clerks",35280.01405890195,41834.41847618006,35792.866088631985,45522.989180666555,45576.3970793935,38582.28650245207,5849.841104187592,11000.022251532546,6223.959242764459,7260.962407840835,7082.881222423371,7010.657903278524
"434161","Human resources assistants, except payroll & timekeeping",32253.518047528894,30638.76458802905,35168.61528007748,36520.816273738346,37992.32648727408,38415.2682754483,2493.5068536763165,2404.6098763879654,3234.664215335206,3820.7062787811806,4575.469439357358,3476.3376703375798
"434171","Receptionists & information clerks",17166.214713575657,17734.686884431798,18428.196895085573,18761.921306561824,19541.172381165226,20585.652054434362,358.0996571874117,370.33116059425544,422.0547035751737,390.09334541350705,410.25825463276306,442.3106815028454
"434181","Reservation & transportation ticket agents & travel clerks",29470.20049312641,29930.197406451116,35767.737174838694,34173.917494868074,39251.59386154625,36120.93783428109,2229.4233430205463,1797.0138344702443,2935.40998381386,1917.6471894379333,2713.0136863043704,2266.3140884994423
"434XXX","Correspondence clerks & order clerks",23070.025278315585,24825.336117668423,26712.16468739866,25720.435668708746,26984.21232017397,28354.67092383481,1577.7979580995877,1728.178683183941,2408.6549523112194,1744.0471077117909,1937.3612653607877,2184.3910141183333
"434YYY","Other information and records clerks",,,,,27589.80015808264,29175.185743094422,,,,,1734.9644987433314,1936.3870618040096
"435011","Cargo & freight agents",34778.70152106719,33843.75252791878,36465.62939012585,36899.342128379474,38814.796321134316,36370.61002235959,6584.338079218297,3497.3209291897874,3826.114008452777,4527.67560746414,6202.125939125009,3796.709227898068
"435021","Couriers & messengers",25826.37704458562,25932.60706545685,24817.15468793406,24460.598202353965,26208.612460472315,27593.138849038573,1412.1641566632775,1381.7790793928598,1471.8945758699697,1227.8053311303254,1413.52010119278,1446.6897613463104
"435031","Public safety telecommunicators",,,,,39323.02896738144,39585.05771945852,,,,,2101.083471953749,1906.399569878154
"435032","Dispatchers, except police, fire, and ambulance",,,,,35634.46485871115,36667.98521026534,,,,,1621.084966872498,1689.8509447347376
"435041","Meter readers, utilities",30277.305616740086,33819.91195296435,34469.97323853407,33891.186842201765,35470.187222964894,31320.00790779216,3245.8964123875694,6787.283022397253,3251.3192817108816,3385.9967217847034,4125.522374570601,3857.5550127716083
"435051","Postal service clerks",37463.955934892016,39342.84958426743,38584.93746877545,38937.932638353326,40779.20914840321,40984.28265209751,1703.4679173931177,2029.3493250495787,2253.286275104671,1908.988727135056,2159.730987722746,1749.8823761793442
"435052","Postal service mail carriers",40291.223754895786,40148.37467546955,41800.205012620805,40948.130963257885,41326.14809422975,43269.712180263494,1188.3662111067854,1049.1308522705067,1136.135827985607,1015.676520772783,1176.1037188986622,1187.7482528738167
"435053","Postal service mail sorters, processors, & processing machine operators",34368.84024826983,35141.13051950234,37936.63593152409,37304.28052648272,36905.257359247225,39514.50459080777,2471.2297485330437,2154.9606649892776,2680.53931945948,2189.762334499925,2422.0453280963043,2573.75781014448
"435061","Production, planning, & expediting clerks",40213.878010884015,40668.753727909425,45486.466096424956,43699.0249434274,46822.00463330877,49088.062937043906,1444.9996767014006,1392.0106396421443,1629.2492594227765,1534.4310477015995,1516.818684970682,1846.735571580743
"435071","Shipping, receiving, & traffic clerks",24751.276922185807,24649.844002101036,25430.0403706487,25678.158212526898,27770.122364561186,28559.473889132234,600.0827895706798,558.453969654421,611.6128995130184,586.4499046965628,711.3349966101952,659.7856138821566
"435111","Weighers, measurers, checkers, & samplers, recordkeeping",27302.464746291505,29588.814488821903,30659.382736973002,30846.36342721367,33170.42113873802,32922.54992413632,1975.942283666856,2141.355320443423,3484.6283436093786,2300.782327085095,2229.3124472359723,2163.2300300909574
"436011","Executive secretaries and executive administrative assistants",,,,,51300.14741045749,52996.048153833726,,,,,2088.1343753025385,2250.6046559768834
"436012","Legal secretaries and administrative assistants",,,,,39372.70157108286,37317.6740523258,,,,,2864.2563641404554,2538.9857205454055
"436013","Medical secretaries and administrative assistants",,,,,29478.17755637593,29416.735742118315,,,,,2542.4691004248048,1813.9970574725464
"436014","Secretaries and administrative assistants, except legal, medical, and executive",,,,,27755.489638861174,29752.056972136343,,,,,393.64974201383217,418.79883989110203
"439021","Data entry keyers",21606.09418872425,22168.512408445,22996.209879788195,23754.29907384508,25072.17616907963,22841.196199505714,947.5135534902099,811.684149120382,1054.658637360514,956.9601371339212,1073.2463246127463,919.1600927091338
"439022","Word processors & typists",21845.7393350429,23122.794974839682,23106.996079375942,24472.27464810012,24805.881365056608,22550.00334584197,898.9834388879298,949.0368597689153,1035.8209766391317,1199.3387162575068,1237.5868016171303,2205.7680522243595
"439041","Insurance claims & policy processing clerks",32683.58946156354,33366.47706955416,34970.38235300634,37161.89423561264,40074.88062485708,37188.833029162786,1172.950700079272,1068.5497377347863,1146.4882377172505,1255.748069049961,1948.5750688430642,1553.6846096602321
"439051","Mail clerks & mail machine operators, except postal service",19476.359419851942,18811.88166135881,19403.450869290118,23426.70068094443,20649.290093235133,21740.506221806634,1401.571823783079,1280.7387568326067,1367.9306040573454,2465.129358605394,1496.4583312681934,2403.2524316306913
"439061","Office clerks, general",22821.51040625186,23332.600431631174,23888.588524042265,25463.40153450967,25708.452811023322,24042.169491752138,467.45022159135607,496.46618002698744,519.8581742917894,530.8562567069762,513.6739050311928,491.6143093872445
"439071","Office machine operators, except computer",18356.38352357548,19105.622316890334,20883.535789473684,19433.176086307303,20894.752276633404,22385.7996019626,2103.968494478704,1899.7440914807244,2522.8437441604397,1917.066316603192,2567.7245537561716,2178.8951694514903
"439081","Proofreaders & copy markers",19614.821222535902,17624.940206066218,21110.699162271176,23402.486630376265,23433.491456582633,26664.720793576915,4420.547751462528,3820.3328250042714,4738.270270324147,5216.33240738787,5089.770980909433,6223.645893766016
"439111","Statistical assistants",34156.07411907655,40638.706699278664,38929.405795797145,43962.23313099561,45299.760374222606,53197.92135553608,4735.493278761254,6261.8719984231875,6719.411096656339,6116.4774391867395,4708.634888750242,6393.328742913664
"439XXX","Miscellaneous office & administrative support workers, including desktop publishers",31180.46172007616,32153.572135892256,33369.59613054232,34307.72961005778,34833.78800070796,35995.45199925888,848.0750714365885,898.9649617309055,918.9949189808476,884.9490321084681,1005.7150365967739,873.661289167799
"451011","Firstline supervisors of farming, fishing, & forestry workers",36142.81612544878,33474.83170941497,37719.36510028809,36176.37969847474,38573.60289524972,36479.85788912946,4021.869466931475,2581.8855867096413,3676.075901828883,3073.7458801459666,3238.264134322546,3067.12880532279
"452011","Agricultural inspectors",37626.0760347657,35424.30646133611,39073.92283378747,35736.04923767753,35221.6062014625,36690.699026243914,5699.927766558107,5336.345284704478,5581.401262340401,5037.327731156371,5193.614957517069,6013.311902637163
"452041","Graders & sorters, agricultural products",12297.622533658607,13872.127682974831,13486.086997736118,16782.44638678449,17467.36623740074,15752.712813474154,1756.1434002921364,1413.0709036654036,1122.7805983151245,1505.2849273200127,2508.912533056382,1247.7837123615852
"4520XX","Miscellaneous agricultural workers, including animal breeders",15379.582180929128,16006.446254170933,16325.024309466871,16885.59237205611,18648.35158520343,19793.495311346378,431.9863542942338,465.56273922350766,454.11508342554214,448.3608670107619,546.3743323717874,503.6600150759735
"453031","Fishing and hunting workers",,,,,17481.699832633127,24573.158156761412,,,,,3184.8473884214013,4872.3769467671145
"454011","Forest & conservation workers",18206.350078429794,23150.742472179794,33388.56441075258,22179.994821072294,27884.009652586654,25766.03512980893,2981.617051262902,4178.019078446056,10204.561190522993,3797.6065810821647,3846.7213967291136,4564.961100985688
"454020","Logging workers",19567.178621659634,19490.99740425943,20345.26763773769,23302.88944174757,20360.101435951317,22810.083446661152,1830.7387805165654,2543.0130088140227,2515.222221672121,3839.0101195817374,2496.992866254741,2880.5304443349037
"471011","Firstline supervisors of construction trades & extraction workers",50059.84587899407,52850.27794616375,51618.44743201764,53761.80910286441,55532.87949848988,56276.40634405013,1400.187650016893,1383.7660443235804,1294.7872572361655,1304.1513225666424,1389.6172993534046,1410.8616698572441
"472011","Boilermakers",38953.178368453264,49177.23959892927,43768.3480429605,47371.659402744146,51263.2036809816,50716.99872462923,5030.181589411351,4963.309546630215,5074.844317506869,5278.982795972817,7688.331775537,5823.346422265465
"472031","Carpenters",21890.729992422996,23485.153665659545,25123.611454130423,26106.60559374988,27861.69783764069,29264.222268156107,514.8917408698492,542.3927714428769,586.021877040578,614.8956899794141,633.2722980301796,680.2576075457248
"472040","Carpet, floor, & tile installers & finishers",19456.439519515316,21804.544030523535,21416.419118526494,24216.02411552269,23852.23213459048,25801.56807360091,1203.0443827908837,1644.41199761279,1315.6024604675792,1655.0044677477263,1763.0266179945145,1831.4200461635492
"472050","Cement masons, concrete finishers, & terrazzo workers",25125.638559257037,28126.96012407657,29327.09718581532,31320.64341215128,31738.20299310242,35182.81202336133,2259.3776335065772,2511.0423193339584,2771.182706407896,2171.719308745291,2387.2474219879214,3588.877723930644
"472061","Construction laborers",21213.249648262015,22129.999510012032,22782.03712027206,24154.925623289153,24993.55277741962,26392.019172086948,419.08056057128795,449.0679403119294,448.1737844288207,455.82087342764817,453.89119657405627,506.61791562338334
"472070","Construction equipment operators",,,,,42864.48789076856,45655.26799698703,,,,,1180.7163873469485,1325.9362668146794
"472080","Drywall installers, ceiling tile installers, & tapers",21722.840600004358,22126.88529808131,21642.034567388153,24455.3169795269,25525.805237297347,27325.602689793865,1389.0834953798737,1441.3688981539194,1271.4398030764057,1476.641543312178,1644.9669642715942,2295.672929025826
"472111","Electricians",40288.129650572846,43061.09673671302,43608.262713581775,44361.98920413641,47961.349916098065,49148.62707931467,879.3101310606121,886.0621018261335,914.9305177999662,879.7098594168245,1027.5275220304834,978.4442349594891
"472121","Glaziers",30102.818990421165,31678.531370635897,34607.22566892374,39813.35539604055,36511.87632615944,39713.09451880655,2640.0029079076085,3468.8862741254793,3781.073265681928,3070.037459667119,3296.3512693673033,4079.487002556393
"472130","Insulation workers",34729.099768753724,32197.559935034067,33847.57036346691,34165.99810635338,34115.52858506779,42641.81438581954,3514.5308662547377,2833.8968013299204,2762.881433566352,2693.4761699311075,2809.9449913719304,3328.4392864257766
"472140","Painters & paperhangers",17867.818125510796,18279.55069833463,19586.45904791827,20379.759698130816,21658.384314440686,22493.585891567192,622.8101424732602,673.6139076757419,792.4785535133482,727.368803132134,756.4453887782861,760.3868966788007
"472151","Pipelayers",,,,,42543.59074856914,42130.21065012831,,,,,4027.3611201389463,3401.7499819499913
"472152","Plumbers, pipefitters, and steamfitters",,,,,42818.8588668122,44773.64245073059,,,,,1217.0231742493302,1221.7651853287764
